id,Name,Address,Lat,Long,Number of Ratings,Restaurant Rating,Type of Restaurant,Number of Bookmarks,Price Range,Phone Number,Website,Instagram,Facebook,Timetable,url
163,Sr Ceviche,"Calle San Mateo 6,Madrid,Spain,28003",40.425048,-3.700118,1,4.0,['Latin'],2,Moderado,+34-625419596,http://srceviche.es/,http://www.instagram.com/srcevichespain,http://facebook.com/srcevichebarcelona,"{'Monday': '14:00 - 17:00, 20:00 - 23:00', 'Tuesday': '14:00 - 17:00, 20:00 - 23:00', 'Wednesday': '14:00 - 17:00, 20:00 - 23:00', 'Thursday': '14:00 - 17:00, 20:00 - 23:00', 'Friday': '14:00 - 03:00', 'Saturday': '14:00 - 03:00', 'Sunday': '14:00 - 23:00'}",https://www.happycow.net/reviews/sr-ceviche-madrid-342940
164,Labonata Heladeria ,"8 Plaza de Chueca,Madrid,Spain,28004",40.422680,-3.697452,0,0,['Italian'],1,No price range,No phone number,https://www.labonata.com/,http://www.instagram.com/heladeria_labonata,http://facebook.com/labonata,"{'Monday': '14:00 - 23:00', 'Tuesday': '14:00 - 23:00', 'Wednesday': '14:00 - 23:00', 'Thursday': '14:00 - 23:00', 'Friday': '14:00 - 23:00', 'Saturday': '13:00 - 00:00', 'Sunday': '13:00 - 23:00'}",https://www.happycow.net/reviews/labonata-heladeria-madrid-346469
165,Noburu,"C. del Dos de Mayo, 9,Madrid,Spain,28004",40.426223,-3.704244,2,4.5,['Spanish'],2,No price range,+34-650600549,No website,http://www.instagram.com/noburucafe,http://facebook.com/p/Noburu-Cafe-100083258106367/,"{'Monday': '08:00 - 19:00', 'Tuesday': '08:00 - 16:00', 'Wednesday': '08:00 - 16:00', 'Thursday': '08:00 - 16:00', 'Friday': '08:00 - 16:00', 'Saturday': '09:00 - 17:00', 'Sunday': '10:00 - 17:00'}",https://www.happycow.net/reviews/noburu-madrid-409775
166,Ramen Shifu - Calle de Toledo,"Calle de Toledo, 24,Madrid,Spain,28005",40.413922,-3.707600,16,4.0,"['Japanese', 'Asian']",56,Moderado,+34-910581854,http://ramenshifu.com/,http://www.instagram.com/ramenshifu,http://facebook.com/RamenShifu,"{'Monday': 'Closed', 'Tuesday': '13:00 - 16:30, 20:00 - 23:30', 'Wednesday': '13:00 - 16:30, 20:00 - 23:30', 'Thursday': '13:00 - 16:30, 20:00 - 23:30', 'Friday': '13:00 - 16:30, 20:00 - 00:00', 'Saturday': '13:00 - 16:30, 20:00 - 00:00', 'Sunday': '13:00 - 16:30, 20:00 - 23:30'}",https://www.happycow.net/reviews/ramen-shifu-madrid-194673
167,Cafestic,"Calle de Cuchilleros, 19,Madrid,Spain,28005",40.413983,-3.708039,1,4.0,"['Western', 'Spanish']",0,Moderado,No phone number,No website,No instagram,http://facebook.com/p/Cafestic-100063888978853,"{'Monday': '08:30 - 01:00', 'Tuesday': '08:30 - 01:00', 'Wednesday': '08:30 - 01:00', 'Thursday': '08:30 - 01:00', 'Friday': '08:30 - 01:00', 'Saturday': '08:30 - 01:00', 'Sunday': '08:30 - 01:00'}",https://www.happycow.net/reviews/cafestic-madrid-381185
168,Brutal Burrito,"Calle de San Bernardo, 64,Madrid,Spain,28015",40.426189,-3.706818,2,3.5,"['American', 'Mexican']",3,Moderado,+34-629879429,https://www.brutalburrito.com/,http://www.instagram.com/brutal_burrito,No facebook,"{'Monday': '17:00 - 22:30', 'Tuesday': '17:00 - 22:30', 'Wednesday': '17:00 - 22:30', 'Thursday': '17:00 - 22:30', 'Friday': '17:00 - 22:30', 'Saturday': '17:00 - 22:30', 'Sunday': '17:00 - 22:30'}",https://www.happycow.net/reviews/brutal-burrito-madrid-367715
169,Carmencita Brunch,"C. de San Vicente Ferrer, 57, Centro,Madrid,Spain,28015",40.425938,-3.707937,2,4.0,"['Western', 'Mexican']",4,Moderado,+34-910003890,https://carmencitabrunch.es/,http://www.instagram.com/carmencita.brunch,No facebook,"{'Monday': '09:00 - 16:30', 'Tuesday': '09:00 - 16:30', 'Wednesday': '09:00 - 16:30', 'Thursday': '09:00 - 16:30', 'Friday': '09:00 - 16:30', 'Saturday': '09:00 - 16:30', 'Sunday': '09:00 - 16:30'}",https://www.happycow.net/reviews/carmencita-brunch-madrid-399834
170,Brunchit - Malasaña,"12 Calle del Noviciado,Madrid,Spain,28015",40.425713,-3.708606,7,3.5,['International'],12,Caro,+34-911089446,https://www.brunchit.es/,http://www.instagram.com/brunchit.es,http://facebook.com/Brunchitspain,"{'Monday': '09:00 - 16:00', 'Tuesday': '09:00 - 16:00', 'Wednesday': '09:00 - 16:00', 'Thursday': '09:00 - 16:00', 'Friday': '09:00 - 16:00', 'Saturday': '09:00 - 16:00', 'Sunday': '09:00 - 16:00'}",https://www.happycow.net/reviews/brunchit-malasana-madrid-309892
171,El Arco Pinoy,"C de las Huertas, 7,Madrid,Spain,28012",40.414109,-3.701068,7,4.0,['Asian'],35,Moderado,+34-917568914,https://tabernaelarco.negocio.site/,http://www.instagram.com/elarcopinoymadrid,http://facebook.com/profile.php?id=100011242128305,"{'Monday': '13:00 - 16:30, 19:00 - 23:30', 'Tuesday': '13:00 - 16:30, 19:00 - 23:30', 'Wednesday': '13:00 - 16:30, 19:00 - 23:30', 'Thursday': '13:00 - 16:30, 19:00 - 23:30', 'Friday': '13:00 - 16:30, 19:00 - 23:30', 'Saturday': '13:00 - 23:30', 'Sunday': '13:00 - 23:30'}",https://www.happycow.net/reviews/el-arco-pinoy-madrid-267668
172,Falafeleria - La Latina,"Calle de Toledo 28, Centro,Madrid,Spain,28005",40.413757,-3.707578,2,5.0,"['Mediterranean', 'Middle Eastern']",8,Barato,No phone number,https://www.falafeleria.es/,http://www.instagram.com/falafeleria_madrid,http://facebook.com/falafeleria,"{'Monday': '13:00 - 23:00', 'Tuesday': '13:00 - 23:00', 'Wednesday': '13:00 - 23:00', 'Thursday': '13:00 - 23:00', 'Friday': '13:00 - 23:30', 'Saturday': '13:00 - 23:30', 'Sunday': '13:00 - 23:00'}",https://www.happycow.net/reviews/falafeleria-madrid-410144
173,Antonia Pizza,"Calle del Dos de Mayo, 10,Madrid,Spain,28004",40.426435,-3.704096,5,2.5,"['American', 'Italian', 'Spanish']",6,Moderado,+34-911661315,No website,No instagram,http://facebook.com/Antoniapizza.es,"{'Monday': '18:00 - 00:00', 'Tuesday': '18:00 - 00:00', 'Wednesday': '18:00 - 00:00', 'Thursday': '18:00 - 00:00', 'Friday': '13:00 - 01:00', 'Saturday': '13:00 - 01:00', 'Sunday': '13:00 - 00:00'}",https://www.happycow.net/reviews/antonia-pizza-madrid-182124
174,Miss Sushi - Santa Ana,"C del Prado, 2,Madrid,Spain,28012",40.414535,-3.700013,4,3.5,"['Japanese', 'Asian', 'Fusion']",6,Moderado,+34-910100811,http://www.misssushi.es/,http://www.instagram.com/misssushioficial,http://facebook.com/MissSushiFreshAndChic,"{'Monday': '13:00 - 00:00', 'Tuesday': '13:00 - 00:00', 'Wednesday': '13:00 - 00:00', 'Thursday': '13:00 - 00:00', 'Friday': '13:00 - 00:00', 'Saturday': '13:00 - 00:00', 'Sunday': '13:00 - 00:00'}",https://www.happycow.net/reviews/miss-sushi-madrid-368969
175,Sweet Studio,"Nº16, Calle del Noviciado,Madrid,Spain,28015",40.425714,-3.708864,3,3.5,"['Japanese', 'Western', 'European']",2,Moderado,+34-919204967,http://www.sweetstudio-cafe.com/,No instagram,No facebook,"{'Monday': '09:00 - 20:00', 'Tuesday': 'Closed', 'Wednesday': '09:00 - 20:00', 'Thursday': '09:00 - 20:00', 'Friday': '09:00 - 20:00', 'Saturday': '09:00 - 20:00', 'Sunday': '09:00 - 20:00'}",https://www.happycow.net/reviews/sweet-studio-madrid-292089
176,Toma Café 1,"Calle de la Palma, 49,Madrid,Spain,28004",40.426433,-3.705853,5,4.0,[],10,No price range,+34-917049344,http://tomacafe.es/,No instagram,No facebook,"{'Monday': '08:00 - 20:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 20:00', 'Saturday': '09:00 - 20:00', 'Sunday': '09:00 - 20:00'}",https://www.happycow.net/reviews/toma-cafe-1-madrid-233744
177,GRACIANA Empanadas Argentinas,"9 Calle del Noviciado,Madrid,Spain,28015",40.425673,-3.709069,7,4.0,[],10,No price range,+34-916171272,https://www.graciana.es/,http://www.instagram.com/gracianaempanadasargentinas,http://facebook.com/gracianaempanadasargentinas,"{'Monday': '12:00 - 23:00', 'Tuesday': '12:00 - 23:00', 'Wednesday': '12:00 - 23:00', 'Thursday': '12:00 - 23:00', 'Friday': '12:00 - 23:00', 'Saturday': '12:00 - 23:00', 'Sunday': '12:00 - 23:00'}",https://www.happycow.net/reviews/graciana-empanadas-argentinas-madrid-293880
178,Xiongzai,"Calle San Leonardo, 3,Madrid,Spain,28015",40.424842,-3.710710,18,3.5,"['Chinese', 'Asian']",48,Barato,+34-914669808,No website,No instagram,No facebook,"{'Monday': 'Closed', 'Tuesday': '12:30 - 23:30', 'Wednesday': '12:30 - 23:30', 'Thursday': '12:30 - 23:30', 'Friday': '12:30 - 23:30', 'Saturday': '12:30 - 23:30', 'Sunday': '12:30 - 23:00'}",https://www.happycow.net/reviews/xiongzai-madrid-112789
179,Masamune,"C. de la Palma, 2, Centro,Madrid,Spain,28004",40.426078,-3.701305,2,4.5,[],2,No price range,No phone number,https://www.masamunecoffee.com/,No instagram,No facebook,"{'Monday': 'Closed', 'Tuesday': '08:30 - 20:00', 'Wednesday': '08:30 - 20:00', 'Thursday': '08:30 - 20:00', 'Friday': '08:30 - 20:00', 'Saturday': '09:30 - 20:00', 'Sunday': '09:30 - 20:00'}",https://www.happycow.net/reviews/masamune-madrid-397660
180,Distrito Vegano Invernadero,"Calle Conde De Romanones, 10,Madrid,Spain,28012",40.413113,-3.705046,150,4.5,"['International', 'European', 'Spanish']",351,Moderado,+34-912108273,https://www.distritovegano.com/,http://www.instagram.com/distritovegano,http://facebook.com/Distritoveganomadrid,"{'Monday': 'Closed', 'Tuesday': '11:00 - 00:00', 'Wednesday': '11:00 - 00:00', 'Thursday': '11:00 - 00:00', 'Friday': '11:00 - 01:00', 'Saturday': '10:00 - 01:00', 'Sunday': '10:00 - 18:00'}",https://www.happycow.net/reviews/distrito-vegano-invernadero-madrid-284035
